oid,hz,py,wb
4020,庀,PI,YUJT
4021,淠,PI,ILGJ
4022,媲,PI,VTL
4023,纰,PI,XXXN
4024,枇,PI,SXXN
4025,甓,PI,NKUN
4026,睥,PI,HRT
4027,罴,PI,LFCO
4028,铍,PI,QHC
4029,癖,PI,UNK
4030,裨,PI,PUR
4031,疋,PI,NHI
4032,蚍,PI,JXXN
4033,蜱,PI,JRT
4034,貔,PI,EETX
4035,片,PIAN,THG
4036,偏,PIAN,WYNA
4037,便,PIAN,WGJ
4038,篇,PIAN,TYNA
4039,骗,PIAN,CYNA
4040,扁,PIAN,YNMA
4041,谝,PIAN,YTXG
4042,骈,PIAN,CUA
4043,缏,PIAN,XWGQ
4044,犏,PIAN,TRYA
4045,胼,PIAN,EUA
4046,翩,PIAN,YNMN
4047,蹁,PIAN,KHYA
4048,票,PIAO,SFIU
4049,漂,PIAO,ISF
4050,朴,PIAO,SHY
4051,飘,PIAO,SFIQ
4052,瓢,PIAO,SFIY
4053,剽,PIAO,SFIJ
4054,莩,PIAO,AEBF
4055,嘌,PIAO,KSF
4056,嫖,PIAO,VSF
4057,骠,PIAO,CSF
4058,缥,PIAO,XSF
4059,殍,PIAO,GQEB
4060,瞟,PIAO,HSF
4061,螵,PIAO,JSF
4062,撇,PIE,RUMT
4063,瞥,PIE,UMIH
4064,丿,PIE,TTL
4065,苤,PIE,AGI
4066,氕,PIE,RNTR
4067,品,PIN,KKK
4068,贫,PIN,WVM
4069,频,PIN,HID
4070,拼,PIN,RUA
4071,苹,PIN,AGU
4072,聘,PIN,BMG
4073,拚,PIN,RCA
4074,姘,PIN,VUA
4075,嫔,PIN,VPR
4076,榀,PIN,SKK
4077,牝,PIN,TRX
4078,颦,PIN,HIDF
4079,平,PING,GU
4080,评,PING,YGUH
4081,瓶,PING,UAG
4082,凭,PING,WTFM
4083,苹,PING,AGU
4084,冯,PING,UC
4085,乒,PING,RGT
4086,坪,PING,FGU
4087,萍,PING,AIGH
4088,屏,PING,NUA
4089,俜,PING,WMGN
4090,娉,PING,VMGN
4091,枰,PING,SGU
4092,鲆,PING,QGG
4093,破,PO,DHC
4094,迫,PO,RPD
4095,坡,PO,FHC
4096,泼,PO,INTY
4097,繁,PO,TXGI
4098,朴,PO,SHY
4099,泊,PO,IR
4100,颇,PO,HCD
4101,婆,PO,IHCV
4102,魄,PO,RRQC
4103,粕,PO,ORG
4104,叵,PO,AKD
4105,陂,PO,BHC
4106,鄱,PO,TOLB
4107,泺,PO,IQI
4108,珀,PO,GRG
4109,攴,PO,HCU
4110,钋,PO,QHY
4111,钷,PO,QAK
4112,钹,PO,QDCY
4113,皤,PO,RTOL
4114,笸,PO,TAKF
4115,剖,POU,UKJH
4116,裒,POU,YVEU
4117,掊,POU,RUK
4118,普,PU,UQ
4119,谱,PU,YUOJ
4120,扑,PU,RHY
4121,埔,PU,FGEY
4122,铺,PU,QGE
4123,暴,PU,JAW
4124,葡,PU,AQG
4125,朴,PU,SHY
4126,蒲,PU,AIGY
4127,堡,PU,WKSF
4128,脯,PU,EGE
4129,仆,PU,WHY
4130,莆,PU,AGE
4131,菩,PU,AUK
4132,圃,PU,LGEY
4133,浦,PU,IGEY
4134,曝,PU,JJA
4135,瀑,PU,IJA
4136,匍,PU,QGEY
4137,噗,PU,KOG
4138,溥,PU,IGEF
4139,濮,PU,IWO
4140,璞,PU,GOGY
4141,氆,PU,TFNJ
4142,镤,PU,QOG
4143,镨,PU,QUO
4144,蹼,PU,KHO
4145,起,QI,FHN
4146,其,QI,ADW
4147,气,QI,RNB
4148,期,QI,ADWE
4149,七,QI,AG
4150,器,QI,KKD
4151,齐,QI,YJJQ
4152,奇,QI,DSKF
4153,汽,QI,IRN
4154,企,QI,WHF
4155,漆,QI,ISW
4156,欺,QI,ADWT
4157,旗,QI,YTA
4158,畦,QI,LFF
4159,启,QI,YNK
4160,弃,QI,YCAJ
4161,歧,QI,HFC
4162,稽,QI,TDNJ
4163,缉,QI,XKB
4164,栖,QI,SSG
4165,戚,QI,DHI
4166,妻,QI,GV
4167,凄,QI,UGVV
4168,柒,QI,IAS
4169,沏,QI,IAV
4170,棋,QI,SAD
4171,崎,QI,MDS
4172,脐,QI,EYJ
4173,祈,QI,PYR
4174,祁,QI,PYB
4175,骑,QI,CDS
4176,岂,QI,MN
4177,乞,QI,TNB
4178,契,QI,DHV
4179,砌,QI,DAV
4180,迄,QI,TNP
4181,泣,QI,IUG
4182,讫,QI,YTNN
4183,亟,QI,BKC
4184,亓,QI,FJJ
4185,俟,QI,WCT
4186,圻,QI,FRH
4187,芑,QI,ANB
4188,芪,QI,AQA
4189,荠,QI,AYJJ
4190,萁,QI,AADW
4191,萋,QI,AGV
4192,葺,QI,AKB
4193,蕲,QI,AUJR
4194,嘁,QI,KDHT
4195,屺,QI,MNN
4196,岐,QI,MFC
4197,岖,QI,MAQ
4198,汔,QI,ITN
4199,淇,QI,IADW
4200,骐,QI,CADW
4201,绮,QI,XDS
4202,琪,QI,GAD
4203,琦,QI,GDS
4204,杞,QI,SNN
4205,桤,QI,SMNN
4206,槭,QI,SDHT
4207,耆,QI,FTXJ
4208,欹,QI,DSKW
4209,祺,QI,PYA
4210,憩,QI,TDTN
4211,碛,QI,DGM
4212,颀,QI,RDM
4213,蛴,QI,JYJ
4214,蜞,QI,JAD
4215,綦,QI,ADWI
4216,綮,QI,YNTI
4217,蹊,QI,KHED
4218,鳍,QI,QGFJ
4219,麒,QI,YNJW
4220,卡,QIA,HHU
4221,恰,QIA,NWGK
4222,掐,QIA,RQV
4223,洽,QIA,IWG
4224,伽,QIA,WLK
4225,葜,QIA,ADHD
4226,袷,QIA,PUWK
4227,髂,QIA,MEP
4228,前,QIAN,UE
4229,千,QIAN,TFK
4230,钱,QIAN,QG
4231,浅,QIAN,IGT
4232,签,QIAN,TWGI
4233,迁,QIAN,TDTF
4234,铅,QIAN,QMK
4235,潜,QIAN,IFW
4236,牵,QIAN,DPR
4237,钳,QIAN,QAF
4238,谴,QIAN,YKHP
4239,扦,QIAN,RTFH
4240,钎,QIAN,QTF
4241,仟,QIAN,WTFH
4242,谦,QIAN,YUV
4243,乾,QIAN,FJT
4244,黔,QIAN,LFON
4245,遣,QIAN,KHGP
4246,堑,QIAN,LRF
4247,嵌,QIAN,MAF
4248,欠,QIAN,QW
4249,歉,QIAN,UVOW
4250,倩,QIAN,WGEG
4251,佥,QIAN,WGIF
4252,阡,QIAN,BTF
4253,芊,QIAN,ATF
4254,芡,QIAN,AQW
4255,茜,QIAN,ASF
4256,荨,QIAN,AVF
4257,掮,QIAN,RYNE
4258,岍,QIAN,MGAH
4259,悭,QIAN,NJC
4260,慊,QIAN,NUV
4261,骞,QIAN,PFJC
4262,搴,QIAN,PFJR
4263,褰,QIAN,PFJE
4264,缱,QIAN,XKHP
4265,椠,QIAN,LRS
4266,犍,QIAN,TRV
4267,肷,QIAN,EQW
4268,愆,QIAN,TIFN
4269,钤,QIAN,QYIP
4270,虔,QIAN,HAY
4271,箬,QIAN,TADK
4272,箝,QIAN,TRAF
4273,强,QIANG,XK
4274,将,QIANG,UQFM
4275,枪,QIANG,SWB
4276,抢,QIANG,RWB
4277,墙,QIANG,FFUK
4278,腔,QIANG,EPW
4279,呛,QIANG,KWB
4280,羌,QIANG,UDNB
4281,蔷,QIANG,AFU
4282,戕,QIANG,NHDA
4283,嫱,QIANG,VFUK
4284,樯,QIANG,SFU
4285,戗,QIANG,WBA
4286,炝,QIANG,OWB
4287,锖,QIANG,QGEG
4288,锵,QIANG,QUQF
4289,镪,QIANG,QXK
4290,襁,QIANG,PUX
4291,蜣,QIANG,JUDN
4292,羟,QIANG,UDCA
4293,跄,QIANG,KHWB
4294,桥,QIAO,STD
4295,瞧,QIAO,HWY
4296,壳,QIAO,FPM
4297,巧,QIAO,AGNN
4298,敲,QIAO,YMKC
4299,乔,QIAO,TJTG
4300,蕉,QIAO,AWY
4301,橇,QIAO,STF
4302,锹,QIAO,QTO
4303,悄,QIAO,NI
4304,侨,QIAO,WTD
4305,鞘,QIAO,AFIE
4306,撬,QIAO,RTFN
4307,翘,QIAO,ATGN
4308,峭,QIAO,MI
4309,俏,QIAO,WIE
4310,窍,QIAO,PWAN
4311,雀,QIAO,IWYF
4312,劁,QIAO,WYOJ
4313,诮,QIAO,YIE
4314,谯,QIAO,YWYO
4315,荞,QIAO,ATDJ
4316,峤,QIAO,MTDJ
4317,愀,QIAO,NTO
4318,憔,QIAO,NWYO
4319,缲,QIAO,XKK
4320,樵,QIAO,SWYO
4321,硗,QIAO,DAT
4322,跷,QIAO,KHAQ
4323,鞒,QIAO,AFTJ
4324,切,QIE,AV
4325,且,QIE,EG
4326,砌,QIE,DAV
4327,茄,QIE,ALKF
4328,怯,QIE,NFCY
4329,窃,QIE,PWAV
4330,伽,QIE,WLK
4331,郄,QIE,QDC
4332,惬,QIE,NAG
4333,慊,QIE,NUV
4334,妾,QIE,UVF
4335,挈,QIE,DHVR
4336,锲,QIE,QDH
4337,箧,QIE,TAGW
4338,亲,QIN,US
4339,侵,QIN,WVP
4340,勤,QIN,AKGL
4341,秦,QIN,DWT
4342,钦,QIN,QQW
4343,琴,QIN,GGW
4344,芹,QIN,ARJ
4345,擒,QIN,RWYC
4346,禽,QIN,WYB
4347,寝,QIN,PUVC
4348,沁,QIN,IN
4349,芩,QIN,AWYN
4350,揿,QIN,RQQ
4351,吣,QIN,KNY
4352,嗪,QIN,KDWT
4353,噙,QIN,KWYC
4354,廑,QIN,YAKG
4355,溱,QIN,IDW
4356,檎,QIN,SNAJ
4357,锓,QIN,QVP
4358,矜,QIN,CBTN
4359,覃,QIN,SJJ
4360,螓,QIN,JDWT
4361,衾,QIN,WYNE
4362,情,QING,NGEF
4363,清,QING,IGE
4364,青,QING,GEF
4365,轻,QING,LC
4366,倾,QING,WXD
4367,请,QING,YGE
4368,亲,QING,US
4369,庆,QING,YD
4370,氢,QING,RNC
4371,晴,QING,JGE
4372,卿,QING,QTVB
4373,擎,QING,AQKR
4374,氰,QING,RNGE
4375,顷,QING,XD
4376,苘,QING,AMK
4377,圊,QING,LGED
4378,檠,QING,AQKS
4379,磬,QING,FNMD
4380,蜻,QING,JGEG
4381,罄,QING,FNMM
4382,箐,QING,TGE
4383,綮,QING,YNTI
4384,謦,QING,FNMY
4385,鲭,QING,QGGE
4386,黥,QING,LFOI
4387,穷,QIONG,PWL
4388,琼,QIONG,GYIY
4389,邛,QIONG,ABH
4390,茕,QIONG,APN
4391,穹,QIONG,PWX
4392,蛩,QIONG,AMYJ
4393,筇,QIONG,TAB
4394,跫,QIONG,AMYH
4395,銎,QIONG,AMYQ
4396,求,QIU,FIYD
4397,球,QIU,GFI
4398,秋,QIU,TO
4399,丘,QIU,RGD
4400,仇,QIU,WVN
4401,龟,QIU,QJN
4402,邱,QIU,RGB
4403,囚,QIU,LWI
4404,酋,QIU,USGF
4405,泅,QIU,ILW
4406,俅,QIU,WFIY
4407,巯,QIU,CAY
4408,犰,QIU,QTVN
4409,湫,QIU,ITOY
4410,逑,QIU,FIYP
4411,遒,QIU,USGP
4412,楸,QIU,STO
4413,赇,QIU,MFI
4414,虬,QIU,JNN
4415,蚯,QIU,JRGG
4416,蝤,QIU,JUS
4417,裘,QIU,FIYE
4418,糗,QIU,OTHD
4419,鳅,QIU,QGTO
4420,鼽,QIU,THLV
4421,去,QU,FCU
4422,区,QU,AQ
4423,取,QU,BC
4424,曲,QU,MA
4425,且,QU,EG
4426,渠,QU,IANS
4427,屈,QU,NBM
4428,趋,QU,FHQV
4429,驱,QU,CAQ
4430,趣,QU,FHB
4431,蛆,QU,JEGG
4432,躯,QU,TMDQ
4433,娶,QU,BCV
4434,龋,QU,HWBY
4435,戌,QU,DGN
4436,诎,QU,YBMH
4437,劬,QU,QKL
4438,苣,QU,AAN
4439,蕖,QU,AIAS
4440,蘧,QU,AHA
4441,岖,QU,MAQ
4442,衢,QU,THHH
4443,阒,QU,UHD
4444,璩,QU,GHAE
4445,觑,QU,HAOQ
4446,氍,QU,HHWN
4447,朐,QU,EQK
4448,祛,QU,PYFC
4449,磲,QU,DIAS
4450,鸲,QU,QKQG
4451,癯,QU,UHH
4452,蛐,QU,JMA
4453,蠼,QU,JHHC
4454,麴,QU,FWWO
4455,瞿,QU,HHWY
4456,黢,QU,LFOT
4457,全,QUAN,WG
4458,权,QUAN,SC
4459,圈,QUAN,LUD
4460,劝,QUAN,CL
4461,泉,QUAN,RIUI
4462,醛,QUAN,SGAG
4463,颧,QUAN,AKK
4464,痊,QUAN,UWG
4465,拳,QUAN,UDR
4466,犬,QUAN,DGTY
4467,券,QUAN,UDV
4468,诠,QUAN,YWG
4469,荃,QUAN,AWGF
4470,悛,QUAN,NCW
4471,绻,QUAN,XUDB
4472,辁,QUAN,LWGG
4473,畎,QUAN,LDY
4474,铨,QUAN,QWG
4475,蜷,QUAN,JUDB
4476,筌,QUAN,TWGF
4477,鬈,QUAN,DEU
4478,确,QUE,DQEA
4479,却,QUE,FCB
4480,缺,QUE,RMN
4481,炔,QUE,ONW
4482,瘸,QUE,ULKW
4483,鹊,QUE,AJQ
4484,榷,QUE,SPWY
4485,雀,QUE,IWYF
4486,阕,QUE,UWGD
4487,阙,QUE,UUB
4488,悫,QUE,FPMN
4489,群,QUN,VTK
4490,裙,QUN,PUVK
4491,逡,QUN,CWT
4492,然,RAN,QD
4493,燃,RAN,OQDO
4494,染,RAN,IVS
4495,冉,RAN,MFD
4496,苒,RAN,AMF
4497,蚺,RAN,JMF
4498,髯,RAN,DEM
4499,让,RANG,YH
4500,壤,RANG,FFFY
4501,嚷,RANG,KYK
4502,瓤,RANG,YKKY
4503,攘,RANG,RYK
4504,禳,RANG,PYYE
4505,穰,RANG,TYK
4506,绕,RAO,XAT
4507,扰,RAO,RDN
4508,饶,RAO,QNA
4509,荛,RAO,AAT
4510,娆,RAO,VAT
4511,桡,RAO,SAT
4512,热,RE,RVYO
4513,若,RE,ADK
4514,惹,RE,ADKN
4515,人,REN,W
4516,认,REN,YWWN
4517,任,REN,WTF
4518,仁,REN,WFG
4519,刃,REN,VYI
4520,忍,REN,VYNU
4521,壬,REN,TFD
4522,韧,REN,FNHY
4523,妊,REN,VTF
4524,纫,REN,XVY
4525,仞,REN,WVY
4526,荏,REN,AWTF
4527,葚,REN,AADN
4528,饪,REN,QNTF
4529,轫,REN,LVY
4530,稔,REN,TWYN
4531,衽,REN,PUTF
4532,仍,RENG,WE
4533,扔,RENG,RE
4534,日,RI,JJJJ
4535,容,RONG,PWW
4536,溶,RONG,IPWK
4537,荣,RONG,APS
4538,熔,RONG,OPW
4539,融,RONG,GKM
4540,绒,RONG,XAD
4541,戎,RONG,ADE
4542,茸,RONG,ABF
4543,蓉,RONG,APW
4544,冗,RONG,PMB
4545,嵘,RONG,MAPS
4546,狨,RONG,QTAD
4547,榕,RONG,SPWK
4548,肜,RONG,EET
4549,蝾,RONG,JAPS
4550,肉,ROU,MWW
4551,揉,ROU,RCBS
4552,柔,ROU,CBTS
4553,糅,ROU,OCB
4554,蹂,ROU,KHCS
4555,鞣,ROU,AFCS
4556,如,RU,VK
4557,入,RU,TYGQ
4558,儒,RU,WFD
4559,乳,RU,EBN
4560,茹,RU,AVK
4561,蠕,RU,JFDJ
4562,孺,RU,BFD
4563,辱,RU,DFEF
4564,汝,RU,IVG
4565,褥,RU,PUDF
4566,蓐,RU,ADFF
4567,薷,RU,AFDJ
4568,嚅,RU,KFD
4569,洳,RU,IVKG
4570,溽,RU,IDFF
4571,濡,RU,IFD
4572,缛,RU,XDFF
4573,铷,RU,QVK
4574,襦,RU,PUFJ
4575,颥,RU,FDMM
4576,软,RUAN,LQW
4577,阮,RUAN,BFQ
4578,朊,RUAN,EFQ
4579,瑞,RUI,GMD
4580,锐,RUI,QUK
4581,蕊,RUI,ANN
4582,芮,RUI,AMWU
4583,蕤,RUI,AETG
4584,枘,RUI,SMW
4585,睿,RUI,HPGH
4586,蚋,RUI,JMW
4587,润,RUN,IUGG
4588,闰,RUN,UG
4589,弱,RUO,XU
4590,若,RUO,ADK
4591,偌,RUO,WAD
4592,撒,SA,RAE
4593,萨,SA,ABU
4594,洒,SA,IS
4595,卅,SA,GKK
4596,仨,SA,WDG
4597,挲,SA,IITR
4598,脎,SA,EQS
4599,飒,SA,UMQY
4600,塞,SAI,PFJF
4601,思,SAI,LN
4602,赛,SAI,PFJM
4603,腮,SAI,ELNY
4604,鳃,SAI,QGL
4605,噻,SAI,KPF
4606,三,SAN,DG
4607,散,SAN,AET
4608,叁,SAN,CDD
4609,伞,SAN,WUH
4610,馓,SAN,QNAT
4611,毵,SAN,CDEN
4612,糁,SAN,OCD
4613,桑,SANG,CCCS
4614,丧,SANG,FUE
4615,嗓,SANG,KCC
4616,搡,SANG,RCCS
4617,磉,SANG,DCC
4618,颡,SANG,CCCM
4619,扫,SAO,RV
4620,梢,SAO,SIE
4621,搔,SAO,RCYJ
4622,骚,SAO,CCYJ
4623,嫂,SAO,VVH
4624,埽,SAO,FVP
4625,缫,SAO,XVJ
4626,缲,SAO,XKK
4627,臊,SAO,EKKS
4628,瘙,SAO,UCY
4629,鳋,SAO,QGCJ
4630,色,SE,QC
4631,塞,SE,PFJF
4632,瑟,SE,GGN
4633,涩,SE,IVY
4634,啬,SE,FULK
4635,铯,SE,QQCN
4636,穑,SE,TFUK
4637,森,SEN,SSS
4638,僧,SENG,WUL
4639,沙,SHA,IIT
4640,杀,SHA,QSU
4641,砂,SHA,DI
4642,啥,SHA,KWFK
4643,纱,SHA,XI
4644,莎,SHA,AIIT
4645,刹,SHA,QSJ
4646,傻,SHA,WTLT
4647,煞,SHA,QVT
4648,杉,SHA,SET
4649,厦,SHA,DDH
4650,唼,SHA,KUV
4651,嗄,SHA,KDHT
4652,挲,SHA,IITR
4653,歃,SHA,TFVW
4654,铩,SHA,QQS
4655,痧,SHA,UII
4656,裟,SHA,IITE
4657,霎,SHA,FUV
4658,鲨,SHA,IITG
4659,色,SHAI,QC
4660,筛,SHAI,TJGH
4661,晒,SHAI,JSG
4662,山,SHAN,MMM
4663,闪,SHAN,UW
4664,善,SHAN,UDUK
4665,珊,SHAN,GMM
4666,扇,SHAN,YNND
4667,陕,SHAN,BGU
4668,掸,SHAN,RUJF
4669,苫,SHAN,AHK
4670,杉,SHAN,SET
4671,删,SHAN,MMGJ
4672,煽,SHAN,OYNN
4673,衫,SHAN,PUE
4674,擅,SHAN,RYL
4675,赡,SHAN,MQD
4676,膳,SHAN,EUDK
4677,汕,SHAN,IMH
4678,缮,SHAN,XUD
4679,栅,SHAN,SMM
4680,剡,SHAN,OOJ
4681,讪,SHAN,YMH
4682,鄯,SHAN,UDUB
4683,埏,SHAN,FTH
4684,芟,SHAN,AMC
4685,潸,SHAN,ISSE
4686,姗,SHAN,VMM
4687,嬗,SHAN,VYLG
4688,骟,SHAN,CYNN
4689,膻,SHAN,EYL
4690,禅,SHAN,PYUF
4691,钐,SHAN,QET
4692,疝,SHAN,UMK
4693,蟮,SHAN,JUDK
4694,舢,SHAN,TEMH
4695,跚,SHAN,KHMG
4696,鳝,SHAN,QGUK
4697,上,SHANG,H
4698,商,SHANG,UM
4699,伤,SHANG,WTL
4700,尚,SHANG,IMEG
4701,汤,SHANG,INR
4702,墒,SHANG,FUM
4703,赏,SHANG,IPKM
4704,晌,SHANG,JTM
4705,裳,SHANG,IPKE
4706,垧,SHANG,FTM
4707,绱,SHANG,XIM
4708,殇,SHANG,GQTR
4709,熵,SHANG,OUM
4710,觞,SHANG,QETR
4711,少,SHAO,IT
4712,烧,SHAO,OAT
4713,稍,SHAO,TIE
4714,绍,SHAO,XVK
4715,召,SHAO,VKF
4716,哨,SHAO,KIE
4717,梢,SHAO,SIE
4718,鞘,SHAO,AFIE
4719,捎,SHAO,RIEG
4720,芍,SHAO,AQY
4721,勺,SHAO,QYI
4722,韶,SHAO,UJV
4723,邵,SHAO,VKB
4724,劭,SHAO,VKL
4725,苕,SHAO,AVKF
4726,潲,SHAO,ITI
4727,杓,SHAO,SQYY
4728,蛸,SHAO,JIE
4729,筲,SHAO,TIEF
4730,艄,SHAO,TEIE
4731,社,SHE,PY
4732,设,SHE,YMC
4733,射,SHE,TMDF
4734,摄,SHE,RBCC
4735,舌,SHE,TDD
4736,涉,SHE,IHI
4737,舍,SHE,WFK
4738,蛇,SHE,JPX
4739,奢,SHE,DFT
4740,赊,SHE,MWF
4741,赦,SHE,FOT
4742,慑,SHE,NBC
4743,厍,SHE,DLK
4744,佘,SHE,WFIU
4745,摺,SHE,RNRG
4746,猞,SHE,QTWK
4747,滠,SHE,IBC
4748,歙,SHE,WGKW
4749,畲,SHE,WFIL
4750,麝,SHE,YNJF
4751,深,SHEN,IPW
4752,身,SHEN,TMD
4753,神,SHEN,PYJ
4754,什,SHEN,WFH
4755,伸,SHEN,WJH
4756,参,SHEN,CD
4757,甚,SHEN,ADWN
4758,渗,SHEN,ICD
4759,沈,SHEN,IPQ
4760,肾,SHEN,JCE
4761,审,SHEN,PJ
4762,申,SHEN,JHK
4763,慎,SHEN,NFH
4764,砷,SHEN,DJH
4765,呻,SHEN,KJH
4766,娠,SHEN,VDF
4767,绅,SHEN,XJH
4768,婶,SHEN,VPJ
4769,诜,SHEN,YTFQ
4770,谂,SHEN,YWYN
4771,莘,SHEN,AUJ
4772,葚,SHEN,AADN
4773,哂,SHEN,KSG
4774,渖,SHEN,IPJ
4775,椹,SHEN,SADN
4776,胂,SHEN,EJHH
4777,矧,SHEN,TDXH
4778,蜃,SHEN,DFEJ
4779,生,SHENG,TGGQ
4780,胜,SHENG,ETG
4781,声,SHENG,FNR
4782,省,SHENG,ITH
4783,升,SHENG,TAK
4784,盛,SHENG,DHDN
4785,绳,SHENG,XKJN
4786,剩,SHENG,TUXJ
4787,圣,SHENG,CFF
4788,牲,SHENG,TRTG
4789,乘,SHENG,TUX
4790,甥,SHENG,TGLL
4791,嵊,SHENG,MTU
4792,渑,SHENG,IKJ
4793,晟,SHENG,JDN
4794,眚,SHENG,TGHF
4795,笙,SHENG,TGDD
4796,是,SHI,JGHD
4797,时,SHI,JF
4798,十,SHI,FGH
4799,使,SHI,WGKQ
4800,事,SHI,GK
4801,实,SHI,PGFJ
4802,式,SHI,AA
4803,识,SHI,YKWF
4804,世,SHI,AN
4805,试,SHI,YAA
4806,石,SHI,DGTG
4807,什,SHI,WFH
4808,示,SHI,FI
4809,市,SHI,YMHJ
4810,史,SHI,KQ
4811,师,SHI,JGM
4812,始,SHI,VCK
4813,施,SHI,YTB
4814,士,SHI,FGHG
4815,势,SHI,RVYL
4816,湿,SHI,IJO
4817,适,SHI,TDP
4818,食,SHI,WYV
4819,失,SHI,RWKH
4820,视,SHI,PYM
4821,室,SHI,PGC
4822,氏,SHI,QA
4823,似,SHI,WNYW
4824,蚀,SHI,QNJ
4825,诗,SHI,YFF
4826,释,SHI,TOC
4827,拾,SHI,RQGJ
4828,饰,SHI,QNTH
4829,驶,SHI,CKQ
4830,匙,SHI,JGHX
4831,狮,SHI,QTJH
4832,尸,SHI,NNGT
4833,虱,SHI,NTJ
4834,矢,SHI,TDU
4835,屎,SHI,NOUM
4836,柿,SHI,SYMH
4837,拭,SHI,RAA
4838,誓,SHI,RRYF
4839,逝,SHI,RRP
4840,嗜,SHI,KFTJ
4841,噬,SHI,KTA
4842,仕,SHI,WFG
4843,侍,SHI,WFF
4844,恃,SHI,NFF
4845,嘘,SHI,KHAG
4846,峙,SHI,MFF
4847,谥,SHI,YUW
4848,埘,SHI,FJFY
4849,莳,SHI,AJFU
4850,蓍,SHI,AFTJ
4851,弑,SHI,QSA
4852,轼,SHI,LAA
4853,贳,SHI,ANM
4854,炻,SHI,ODG
4855,铈,SHI,QYMH
4856,螫,SHI,FOTJ
4857,舐,SHI,TDQA
4858,筮,SHI,TAW
4859,酾,SHI,SGGY
4860,豕,SHI,EGT
4861,鲥,SHI,QGJF
4862,鲺,SHI,QGN
4863,手,SHOU,RTGH
4864,受,SHOU,EPCB
4865,收,SHOU,NH
4866,首,SHOU,UTH
4867,守,SHOU,PF
4868,熟,SHOU,YBV
4869,授,SHOU,REP
4870,寿,SHOU,DTF
4871,兽,SHOU,ULG
4872,售,SHOU,WYKF
4873,瘦,SHOU,UVH
4874,狩,SHOU,QTPF
4875,绶,SHOU,XEP
4876,艏,SHOU,TEU
4877,数,SHU,OVTN
4878,书,SHU,NNHY
4879,树,SHU,SCF
4880,属,SHU,NTKY
4881,术,SHU,SY
4882,输,SHU,LWG
4883,述,SHU,SYP
4884,熟,SHU,YBV
4885,束,SHU,GKI
4886,鼠,SHU,VNU
4887,疏,SHU,NHY
4888,殊,SHU,GQR
4889,舒,SHU,WFKB
4890,蔬,SHU,ANH
4891,薯,SHU,ALFJ
4892,叔,SHU,HIC
4893,署,SHU,LFTJ
4894,枢,SHU,SAQ
4895,梳,SHU,SYC
4896,抒,SHU,RCB
4897,淑,SHU,IHIC
4898,赎,SHU,MFN
4899,孰,SHU,YBVY
4900,暑,SHU,JFT
4901,曙,SHU,JL
4902,蜀,SHU,LQJ
4903,黍,SHU,TWI
4904,戍,SHU,DYNT
4905,竖,SHU,JCU
4906,墅,SHU,JFCF
4907,庶,SHU,YAO
4908,漱,SHU,IGKW
4909,恕,SHU,VKN
4910,俞,SHU,WGEJ
4911,丨,SHU,HHL
4912,倏,SHU,WHTD
4913,塾,SHU,YBVF
4914,菽,SHU,AHI
4915,摅,SHU,RHAN
4916,沭,SHU,ISYY
4917,澍,SHU,IFKF
4918,姝,SHU,VRI
4919,纾,SHU,XCB
4920,毹,SHU,WGEN
4921,腧,SHU,EWGJ
4922,殳,SHU,MCU
4923,秫,SHU,TSY
4924,刷,SHUA,NMH
4925,耍,SHUA,DMGK
4926,唰,SHUA,KNM
4927,衰,SHUAI,YKGE
4928,帅,SHUAI,JMH
4929,摔,SHUAI,RYX
4930,甩,SHUAI,EN
4931,蟀,SHUAI,JYX
4932,栓,SHUAN,SWG
4933,拴,SHUAN,RWG
4934,闩,SHUAN,UGD
4935,涮,SHUAN,INM
4936,双,SHUANG,CC
4937,霜,SHUANG,FS
4938,爽,SHUANG,DQQ
4939,泷,SHUANG,IDX
4940,孀,SHUANG,VFS
4941,水,SHUI,II
4942,说,SHUI,YUKQ
4943,谁,SHUI,YWYG
4944,睡,SHUI,HT
4945,税,SHUI,TUK
4946,顺,SHUN,KD
4947,吮,SHUN,KCQ
4948,瞬,SHUN,HEP
4949,舜,SHUN,EPQH
4950,说,SHUO,YUKQ
4951,数,SHUO,OVTN
4952,硕,SHUO,DDM
4953,朔,SHUO,UBTE
4954,烁,SHUO,OQI
4955,蒴,SHUO,AUB
4956,搠,SHUO,RUB
4957,妁,SHUO,VQY
4958,槊,SHUO,UBTS
4959,铄,SHUO,QQI
4960,四,SI,LH
4961,思,SI,LN
4962,死,SI,GQX
4963,斯,SI,ADWR
4964,丝,SI,XXG
4965,似,SI,WNYW
4966,司,SI,NGK
4967,饲,SI,QNNK
4968,食,SI,WYV
4969,私,SI,TCY
4970,厕,SI,DMJK
4971,撕,SI,RAD
4972,嘶,SI,KAD
4973,肆,SI,DV
4974,寺,SI,FF
4975,嗣,SI,KMA
4976,伺,SI,WNG
4977,巳,SI,NNN
4978,厮,SI,DADR
4979,俟,SI,WCT
4980,兕,SI,MMGQ
4981,厶,SI,CNY
4982,咝,SI,KXXG
4983,汜,SI,INN
4984,泗,SI,ILG
4985,澌,SI,IADR
4986,姒,SI,VNY
4987,驷,SI,CLG
4988,缌,SI,XLNY
4989,祀,SI,PYNN
4990,锶,SI,QLN
4991,鸶,SI,XXGG
4992,耜,SI,DIN
4993,蛳,SI,JJG
4994,笥,SI,TNG
